160324唯一合格男  999 999999913    07111618464519033700096252007  1 300054010201012                                                                                                                                                                      01030302030302010103040301010102039999020203040203090799080501370502029059996022199999999999999999999999999999999999999990299990102
160328最年輕的女  999 999999913    07111221332821445800096703018  2 300012010200021                                                                                                                                                                      01040202020302030203020202030302010105040101970101010202990501460402021049999996399999999999999999999999999999999999999999907990204
160334最年長的男  999 999999913    07111221342021425800096256023  20000052010605012                                                                                                                                                                      01030104020202030204020304040404010101040101040101020202990201400301014019999990599999999059999999999999999999999999999999999990101
160336唯一合格女  999 999999913    071112213431214447000200056    2 200450010302012                                                                                                                                                                      98030303989803980203020398030303010101980104040101029799040502550302026029999990399990299999999999999999999999999999999999999990201
160340最年長的女  999 999999913    07111221350321472900092207243  2 200065010502012                                                                                                                                                                      01040104010101010104040102040402950195959804039604019699089702450402029015019990699999999999599999999999999999999999999999999990201
160344唯一合格女  999 999999913    07111221355121454400095509119  2 300067010201011                                                                                                                                                                      01969696040202010103020202030402010299010203970203019599030302560402022059999990399990299999999999999999999999999999999999999990201
160347最年長的男  999 999999913    07111221362822071100095207342  2 200030010402012                                                                                                                                                                      01969696020203030302020298039696010105030101040101020201990401360702022069999996499999999999999999999999999999999999999999999040101
160349唯一合格男  999 999999913    071112213641214802000100020    1 200254010301011                                                                                                                                                                      01040104980398030402040404040404010101040101040101020201990401470502025019999991099999999999999999995999999999999999999999999990102
160353唯一合格男  999 999999913    07111221372021473800096209003  2 300016010301011                                                                                                                                                                      01040104030101020102029604040404050105030101040101029599970502530502011069999991999999999999999999999999999999999999904999999990101
160366最年輕的男  999 999999913    07111520205420271300096202034  2 300049010403041                                                                                                                                                                      04019797040103019704030404010101010101040203040201020799080502680702022079999991199999999999999999999229999999999999999999999990101
160373唯一合格男  999 999999913    07111221393821493800096256035  2 300028010301012                                                                                                                                                                      01030197030102020103020404040402039999039601040101050799080501480502026029999991199999999999999999999079999999999999999999999990101
160383唯一合格男  999 999999913    07111221404721500600096252021  1 200058010201012                                                                                                                                                                      01040103010102960304020404040404010101040101040101020202990201490602021049999991799999999999999999999999999999999059999999999990101
160398最年輕的男  999 999999913    07111221415521514800096202034  2 300049010302031                                                                                                                                                                      03030403040302010298040402030398039999049801989803020102990501750402023029999990111999999999999999999999999999999999999999999990101
160400最年輕的女  999 999999913    07111221422421500200096256008  1 200044010301032                                                                                                                                                                      02030103020203030203020302030202950105980202030101020101990502300502022069999990999999999999999990499999999999999999999999999990201
160423唯一合格男  999 999999913    071112214406215503000200081    1 300262010401011                                                                                                                                                                      01030103040404010104010404040404020299020202030202040799030396480602026029999990699999999991999999999999999999999999999999999990102
160426最年長的男  999 999999913    07111221442521521200096256023  20000052010403012                                                                                                                                                                      03030203030203020202040104040103950399040201040203020799080502380601011029999991399999999999999999999999902999999999999999999990101
160442最年長的女  999 999999913    07111221461421553200087503234  2 200499010502012                                                                                                                                                                      98030296969803010203040398989898020299029898039898019699080502430202029013019996399999999999999999999999999999999999999999904990201
160444唯一合格女  999 999999913    07111222164222294400096703018  2 300012010503012                                                                                                                                                                      03040103030201030304020403040303010105040101030201011999080401650502023029999990399990599999999999999999999999999999999999999990201
160457唯一合格女  999 999999913    071112214749215627000200080    2 200063010201011                                                                                                                                                                      02049803960203029604020203030396010101030101040101020799080502540402029016029996499999999999999999999999999999999999999999999110201
160472唯一合格男  999 999999913    07111222053322071600096703018  2 300012010101011                                                                                                                                                                      97030203029602020203020202030303010104040201030101020799080202460601011059999990103999999999999999999999999999999999999999999990101
160481最年輕的女  999 999999913    07111221501721582900096207339  1 300041010301031                                                                                                                                                                      02970297020202970297020103030397069999030101049701020799080401750602027019999996399999999999999999999999999999999999999999908990201
160483唯一合格男  999 999999913    07111221502122204900096256035  2 300028010101011                                                                                                                                                                      03030303030204019602020101030304039999020296030101010799080402620503041059999991299999999999999999999990199999999999999999999990101
160500唯一合格男  999 999999913    07111618514319050500096256023  20000052010301032                                                                                                                                                                      03960303020201020203020203030303039999040101040101020799040401400302026029999990699999999991999999999999999999999999999999999990101
160502最年輕的女  999 999999913    07111221525622033200096202034  2 300049010301032                                                                                                                                                                      02030303030203030202020203030302020101030104040101020102990402710502022129999990899999999999999029999999999999999999999999999990201
160506最年輕的女  999 999999913    07111221531322044000096252021  1 200058010301031                                                                                                                                                                      01040103040404010203010404040403020299020104030101010101990602610403029011029990106999999999999999999999999999999999999999999990201
160535唯一合格男  999 999999913    07111221555922065600096202007  2 300024010101011                                                                                                                                                                      95960396969603960303020396960396950299960104960104029599089502950302029059996020299039999999999999999999999999999999999999999990101
160544唯一合格男  999 999999913    07111221563422085000096261004  2 300058010201011                                                                                                                                                                      01030202020203020203020202020202039999020202020202019799080597400301016029999990699999999991699999999999999999999999999999999990101
160556唯一合格女  999 999999913    071112215720220704000200081    1 300262010201011                                                                                                                                                                      03040203040203010204030103040303050499020101040101030699080502670402024019999991299999999999999999999991799999999999999999999990201
160557唯一合格男  999 999999913    071112215722220756000200080    2 200063010301012                                                                                                                                                                      01040104020202020296020204040404010105040101040101020502990401310602022109999991999999999999999999999999999999999999908999999990101
160559唯一合格女  999 999999913    071112223516224142000100022    2 300174010201012                                                                                                                                                                      03030103040404010102020402010101950299950295040295019599959602550402026029999990101999999999999999999999999999999999999999999990201
160560唯一合格男  999 999999913    07111221573522091400089601214  2 300118010201011                                                                                                                                                                      04040301040202020204020303040403050105040101040101020799080401530402029959999991399999999999999999999999916999999999999999999990104
160563唯一合格女  999 999999913    07111221575422053600092207243  2 200065010201012                                                                                                                                                                      03030203030303010103040202020202039999020203970203040799080103560603012079999990399990499999999999999999999999999999999999999990201
160565最年長的男  999 999999913    071112215820220725000100020    1 200254010402012                                                                                                                                                                      01040498010104010101030404040404010299040101040101020201990201260202029069995010999999999999999990499999999999999999999999999990102
160589唯一合格女  999 999999913    07111222020822125600095206034  1 300098010403011                                                                                                                                                                      98040103040102020202040203039602020299030201010201010102990502410603021029999990103999999999999999999999999999999999999999999990201
160591最年長的男  999 999999913    071112220223221045000100022    2 300174010503012                                                                                                                                                                      97970303019603010204040197040401039999970202010202010102990502480302026029999990399990399999999999999999999999999999999999999990102
160602唯一合格女  999 999999913    07111222043522141400096256023  20000052010201012                                                                                                                                                                      03030203040304020103020303040303020299020101020198010102990601530302026029999990499999906999999999999999999999999999999999999990201
160636唯一合格男  999 999999913    07111222090522213500096202034  2 300049010101011                                                                                                                                                                      97970102980301030101020202020101039999980203039803960799049601630502021059999990799999999999920999999999999999999999999999999990101
160659最年長的女  999 999999913    07111222113522194400092207243  2 200065010703012                                                                                                                                                                      01040402040404010104020401040404020299010203040201020799080501380402023039999996399999999999999999999999999999999999999999903990201
160665最年輕的女  999 999999913    071112221300222025000100022    2 300174010401042                                                                                                                                                                      02030104030304020104020103020202020299989801039601010799080502730601014019999990499999903999999999999999999999999999999999999990201
160679最年長的男  999 999999913    071112221455223146000100020    1 200254010202012                                                                                                                                                                      01040203020202960202010102030298010299020203020203020799039502600601012149999990599999999059999999999999999999999999999999999990101
160680最年輕的男  999 999999913    07111222145822221300096252021  1 200058010302031                                                                                                                                                                      02030302030304020302020403040303069999020202040201010102990302750602027019999990102999999999999999999999999999999999999999999990101
160691唯一合格女  999 999999913    07111222171422295800096207429  1 300040010201012                                                                                                                                                                      02030202020203030302020202020202039999020203030103039799970502580402029013029990799999999999907999999999999999999999999999999990201
160694唯一合格男  999 999999913    07111222173222330000096261004  2 300058010201011                                                                                                                                                                      01030203040402010101020103030304039999960297030101010102990502570302021049999990799999999999905999999999999999999999999999999990101
160697唯一合格女  999 999999913    07111522034922154500096252024  1 300038010201011                                                                                                                                                                      98030203040304029602020202010202039999039801030101980799080502550602023029999990399990199999999999999999999999999999999999999990201
160699唯一合格女  999 999999913    07111222184722290100096252011  2 200052010201011                                                                                                                                                                      03030103030303010203040402010101010299010202020102010102990601510502029011049990899999999999999019999999999999999999999999999990201
160700唯一合格男  999 999999913    07111222184822263600096256023  20000052010201012                                                                                                                                                                      02040204010103020103040104040402039999040101040101020202990601490302026029999990110999999999999999999999999999999999999999999990101
160705唯一合格女  999 999999913    07111520014120110600096252024  1 300038010100011                                                                                                                                                                      02030303950404010203020303040403020101020202010102980101990503430603019013029996399999999999999999999999999999999999999999912990201
160708最年輕的男  999 999999913    071115201931203120000200098    2 300106010403041                                                                                                                                                                      98039696020302960303020203030303010299030101030201020202990602620502026029999991199999999999999999999199999999999999999999999990101
160723最年長的男  999 999999913    07111222242522354600095206034  1 300098010604012                                                                                                                                                                      02020103020201040404020403040404010101040101040101020201990401280302029069991050699999999991399999999999999999999999999999999990101
160731最年長的男  999 999999913    07111520254020355300094507036  2 300279010201011                                                                                                                                                                      04040203030302010101020402040302020299040103039703960101990501440403021069999996399999999999999999999999999999999999999999910990101
160733唯一合格男  999 999999913    071112222547223513000100022    2 300174010201012                                                                                                                                                                      03030303039603020303020203020203010101030101989802020799980101390302025019999990399990199999999999999999999999999999999999999990101
160738唯一合格女  999 999999913    07111222264022351300096202034  2 300049010201011                                                                                                                                                                      96040302960202020203020302030302039999040101980101020799080501570402029012119990299089999999999999999999999999999999999999999990201
160750唯一合格男  999 999999913    07111222284122380900096256023  20000052010201012                                                                                                                                                                      02030102030101020204020302040302020299010202030201010102990501370502022119999990104999999999999999999999999999999999999999999990101
160752最年輕的女  999 999999913    07111222292922374300092207243  2 200065010301031                                                                                                                                                                      02040203040104010203020402030302050299030104970202020102990302680502024019999990699999999990999999999999999999999999999999999990201
160764最年長的男  999 999999913    07111222305822394400096256008  1 200044010402012                                                                                                                                                                      02040298020203030302020202030303950299040101040101029599960602500402025019999990799999999999914999999999999999999999999999999990101
160778唯一合格男  999 999999913    071112223214223948000200056    2 200450010401011                                                                                                                                                                      03040103040303010101020101030303010299030203030203010799080302660502023029999990102999999999999999999999999999999999999999999990101
160787最年輕的男  999 999999913    07111618335018413800096252025  1 300030010303031                                                                                                                                                                      01030203020103030201020303030303039999040201030101959599080502740601987019999991499999999999999999999999999019999999999999999990101
160789唯一合格男  999 999999913    07111222333822432300096261004  2 300058010101011                                                                                                                                                                      02040104020203020302020102020201039999030201030203030202990501650702027019999992199999999999999999999999999999999999999990199990101
160792唯一合格女  999 999999913    07111222334522441200096252021  1 200058010302012                                                                                                                                                                      01040304020302010102020302040396020299030101040202010101990502480402021069999990399990899999999999999999999999999999999999999990201
160803唯一合格女  999 999999913    071112223501224521000100020    1 200254010201012                                                                                                                                                                      02030203040303020203020202020202020299030296030204010102990502580503013029999991799999999999999999999999999999999039999999999990201
160809唯一合格女  999 999999913    07111222354622480400096207339  1 300041010201011                                                                                                                                                                      03030403030202040302020203020304010105049801040101020202990401560603011049999996399999999999999999999999999999999999999999903990201
160810最年長的女  999 999999913    07111521340021453900096252011  2 200052010503012                                                                                                                                                                      03040103030203020204040404030304010499040101040101020201990501340202029016029991299999999999999999999990299999999999999999999990202
160813最年輕的男  999 999999913    07111520204920283000090202022  1 200194010302031                                                                                                                                                                      02040101020103030201010203040403950101040101040101020201990201500602023019999990101999999999999999999999999999999999999999999990101
160815最年輕的女  999 999999913    07111520241120332900096207318  2 300016010401042                                                                                                                                                                      02040104030303020202020203020303950101040101040101020799080201730602023029999991299999999999999999999990199999999999999999999990201
160840唯一合格女  999 999999913    071115202826203823000200081    1 300262010201011                                                                                                                                                                      02030101020203030202020202020201020299020203040203010699080302520402029014019991499999999999999999999999999019999999999999999990201
160842唯一合格女  999 999999913    07111318091018211600094202052  1 300032010201012                                                                                                                                                                      03040296960104020204040202040402020499039897049801020402990502480403029011059990799999999999914999999999999999999999999999999990204
160866最年輕的女  999 999999913    07111418325918384800094102132  1 300032010201011                                                                                                                                                                      01030203010102020304020103040403010101040101040101020201990401550402021049999991299999999999999999999990999999999999999999999990201
160888唯一合格男  999 999999913    07111318131618242500096207429  1 300040010101011                                                                                                                                                                      01010203020101030301020104040403010101030101040101020201990201550402021059999990116999999999999999999999999999999999999999999990102
160889唯一合格男  999 999999913    07111519592020072500096252025  1 300030010301012                                                                                                                                                                      03030403040302020103040301010303010499030202040197020799089702560402026029999991299999999999999999999991799999999999999999999990101
160893唯一合格女  999 999999913    07111321062521145200096207336  2 300012010201012                                                                                                                                                                      02030303030302970203020303030302069999020101030101020799089701750402027019999992199999999999999999999999999999999999999990499990201
160913唯一合格男  999 999999913    07111318143218305300096252012  2 200308010201011                                                                                                                                                                      01040104040202030301010403029704020299040101040101020201990401290202029069991050699999999990399999999999999999999999999999999990104
160915最年輕的女  999 999999913    07111318143318252300096207318  2 300016010502051                                                                                                                                                                      01040104040101010104020302020403020499029703970203010101990502580402029016029991199999999999999999999319999999999999999999999990201
160932唯一合格女  999 999999913    07111318154218334800096261004  2 300058010302011                                                                                                                                                                      02010196020104960102029703049602050105969804040101020799080401590402029016029996499999999999999999999999999999999999999999999090201
160936唯一合格男  999 999999913    07111318155918292100096252023  1 300034010101011                                                                                                                                                                      02040203040302020103020404030303010101040101040101020202990201620401024019999990399990899999999999999999999999999999999999999990101
160961最年輕的女  999 999999913    07111318173518253000095504032  1 200048010602061                                                                                                                                                                      01040103030204030303020303040403039999950101040101029699080501700698987019999991399999999999999999999999903999999999999999999990201
160973唯一合格男  999 999999913    07111318183318253700091202045  1 300048010301011                                                                                                                                                                      02030203030303020202020302030303020299039701030101970102990402570502023029999996399999999999999999999999999999999999999999909990101
160985最年長的女  999 999999913    07111321155621231000095206034  1 300098010401012                                                                                                                                                                      04040303020204020204020404030202010102040101040101020201990402570402024019999996399999999999999999999999999999999999999999910990201
160989唯一合格女  999 999999913    071113181958183339000200056    2 200450010201012                                                                                                                                                                      01040104040404010101030102969604020299960202959502010799080502400603032069999990699999999990299999999999999999999999999999999990201
161000唯一合格男  999 999999913    07111318204218293000090202022  1 200194010301011                                                                                                                                                                      03030103040104019604020301010301039999960201010102030102990502460501014019999990399990299999999999999999999999999999999999999990101
166000唯一合格男  999 999999914    071113204617205350000100020    1 200254010201012                                                                                                                                                                      03040304020103020301020104040404010105040101040101020201990502570502023029999996499999999999999999999999999999999999999999999070102
166008最年輕的女  999 999999914    07111318211718371600094507026  2 200153010200021                                                                                                                                                                      01040203030202030302020398970396020299010101039701010102990101440402029019019996499999999999999999999999999999999999999999999050201
166023最年輕的男  999 999999914    07111318221818314200095206034  1 300098010504052                                                                                                                                                                      03040103040403010102020398980302039999989898039801010799080502690402029059994016399999999999999999999999999999999999999999911990101
166028唯一合格女  999 999999914    07111318230118314700089601214  2 300118010302011                                                                                                                                                                      03030203960302020202020298030404039999020198040101030799080502580402029032119991099999999999999999914999999999999999999999999990201
166038唯一合格女  999 999999914    07111619163019244100096252011  2 200052010201011                                                                                                                                                                      02030203960203030396020202969602050101020203049803020799080401670602022069999992199999999999999999999999999999999999999990499990201
