170487唯一合格男             09    061013195232200456000100015    2 100076010101011                                                                                                                                                                      0102019892999999999999999999999898029598989898989898989803989898989898989998970501039069999951599999999999999999999999999999599999999999999990101
170504唯一合格女             09    06101319545620101800095402018  1 300016010201011                                                                                                                                                                      0102029102999999999999029999990103020102040404010404010404020402010202020299014003024019999990195999999999999999999999999999999999999999999990204
170518唯一合格女             09    06101319571320093500092303068  1 100072010302012                                                                                                                                                                      0102010201020102999999999999990303020104040404030101040404010401010206969908015204019014019990101999999999999999999999999999999999999999999990201
170528唯一合格男             09    061013200010201732000100018    2 200040010201012                                                                                                                                                                      0102950192999999999999999999990102029803020202010101020203020202020203079908024901026019999990117999999999999999999999999999999999999999999990101
170530唯一合格男             09    06101320012720120700092504044  2 300012010201011                                                                                                                                                                      0102010201010202999999999999990396020104010404040101010403020302020205010299025705023029999991499999999999999999999999999019999999999999999990101
170537最年長的男             09    06101320032520164700094256505  1 200024010402012                                                                                                                                                                      0299910102999999999999029999999602020203010401010404010103969696960104079903034704023029999990113999999999999999999999999999999999999999999990101
170551最年長的男             09    06101518234418334400095256024  2 300024010403012                                                                                                                                                                      0102010102999999999999029999990103029502020204010201010104020303020204020199024105026029999990399990299999999999999999999999999999999999999990101
170552最年輕的男             09    061013200613201542000100017    1 200036010302031                                                                                                                                                                      0102910201010101010102999999990302020104040404020102010201010401010105010199027104036029999991999999999999999999999999999999999999908999999990101
170556唯一合格男             09    061013200701202641000100015    2 100076010101011                                                                                                                                                                      0102960296020202999999999999990103020296989696969896960303969603020206020299012502026029999990101999999999999999999999999999999999999999999990102
170558最年輕的男             09    06101320071920193100092504057  2 200024010502051                                                                                                                                                                      0299910102999999999999029999990102020104030404010201010104010403030205020299016406024019999991199999999999999999999209999999999999999999999990101
170564唯一合格女             09    06101320084920214500095254001  1 300040010201012                                                                                                                                                                      0102020192999999999999999999990103960101020202029797020103029797970305079908024904029016029990999999999999999990199999999999999999999999999990201
170566唯一合格男             09    06101518234218445500095260001  1 200032010201012                                                                                                                                                                      0102010102999999999999029999990101029802020101010196980104040196010203020199012302019069996020399991299999999999999999999999999999999999999990102
170570最年輕的男             09    06101320110520244000092303068  1 100072010403041                                                                                                                                                                      0299020201020202999999999999990303020104020404020102030304020402020205010299017104029059996022199999999999999999999999999999999999999990699990101
170581唯一合格男             09    06101519562420065800087503234  2 100268010302011                                                                                                                                                                      0102010201010202999999999999990302029804040404010101020201020302020205010199024605021049999991799999999999999999999999999999999039999999999990101
170587唯一合格男             09    06101320141220263900095402018  1 300016010201011                                                                                                                                                                      0102010201020202999999999999990302020102030404960101010102020402020306010299025406022059999996499999999999999999999999999999999999999999999040101
170594最年輕的男             09    061013201546202623000100017    1 200036010302032                                                                                                                                                                      0102910201010202999999999999990303020102020404010101040403030401020305010299017005023029999990599999999049999999999999999999999999999999999990101
170596最年長的女             09    06101320161021155800095352034  1 300020010502012                                                                                                                                                                      0102020102999999999999029999990102020201040101010404040401040201040102050299014503029059991051199999999999999999999169999999999999999999999990202
170600唯一合格女             09    06101320172820263300095256024  2 300024010201012                                                                                                                                                                      0102020202999999999999029999990302020102040404020202010303020402020105079908015605029031059991999999999999999999999999999999999999908999999990201
170602最年輕的男             09    06101418231518393100092507014  2 100156010402041                                                                                                                                                                      0299029892999999999999999999990303029501020303029597010202969803030405079908975504026029999990109999999999999999999999999999999999999999999990101
170605唯一合格男             09    06101521415522053100092204032  2 100288010201012                                                                                                                                                                      0102010201020202999999999999999696029803030304010201029602010301010305079908024804029059993022199999999999999999999999999999999999999990899990101
170607唯一合格男             09    06101320212520284300095254020  1 300036010401011                                                                                                                                                                      0102020201020202999999999999990303020201020403010103030202020303020203079908024904023019999990101999999999999999999999999999999999999999999990101
170609最年長的男             09    06101522025822155300094261005  1 100061010403011                                                                                                                                                                      0101029892999999999999999999990302020202039603010204010302020402020105050299016104026029999990699999999991799999999999999999999999999999999990101
170618最年輕的男             09    06101322023322131800092504057  2 200024010301031                                                                                                                                                                      0102010102999999999999029999990302010104020404030201010404020402020304079904017404027019999996399999999999999999999999999999999999999999911990101
170626唯一合格女             09    06101320261120362200092303068  1 100072010201011                                                                                                                                                                      0102020201020102999999999999990301020104040404010101010401010401020305010199025604024019999990107999999999999999999999999999999999999999999990201
170627唯一合格男             09    061013202626205835000100017    1 200036010201012                                                                                                                                                                      0299019701020202999999999999999602010102030303020202030304020303979697969908011603039069992116399999999999999999999999999999999999999999911990101
170631唯一合格男             09    06101320265820355100095256024  2 300024010201012                                                                                                                                                                      0102029892999999999999999999999802029502030302010203030302020302030205079908016207021029999990599999999029999999999999999999999999999999999990101
170642最年輕的女             09    06101320291120353700092507014  2 100156010301031                                                                                                                                                                      0102010201010202999999999999990102020102030304010202010304020403020304079908027206027019999990101999999999999999999999999999999999999999999990201
170654最年輕的男             09    06101320305820432400092504057  2 200024010502051                                                                                                                                                                      0102020102999999999999029999990102020201030304010203010101010403030402079907016407022069999996499999999999999999999999999999999999999999999090101
170655唯一合格男             09    06101320311920455500095402018  1 300016010101011                                                                                                                                                                      0102020202999999999999029999990102020203040404020202010104020204020204050299022203025019999991199999999999999999999239999999999999999999999990101
170667最年長的女             09    061013203506204520000100015    2 100076010200012                                                                                                                                                                      0102010101010202999999999999990303020104030404010101010102020402020298010199014504039019019990799999999999910999999999999999999999999999999990201
170669唯一合格男             09    06101320354420451600094256505  1 200024010101011                                                                                                                                                                      0101010201020202999999999999990202020104040404010101010402020401010105079908015907023019999990107999999999999999999999999999999999999999999990101
170678最年輕的男             09    06101320371720512200092504044  2 300012010403041                                                                                                                                                                      0110020292999999999999999999990303989803960396010202040304030303030204079908017404011049999990399990299999999999999999999999999999999999999990101
170680唯一合格女             09    06101320373420502500095252008  2 100048010201012                                                                                                                                                                      0102020102999999999999029999990196980202030303010401020303020403030304079908014504039011059991899999999999999999999999999999999990299999999990201
170682唯一合格女             09    06101320374220463600095254001  1 300040010201011                                                                                                                                                                      0102919101020202999999999999990302020104040404010101010404020402010105010299025604021069999990799999999999910999999999999999999999999999999990201
170698唯一合格男             09    061013204120205715000100018    2 200040010101011                                                                                                                                                                      0102020201010202999999999999990302020102030304030103020202020303030303079908026806022069999991399999999999999999999999911999999999999999999990101
170708最年輕的女             09    06101320441620524300095254020  1 300036010704071                                                                                                                                                                      0102020192999999999999999999990303029504040404010101010404020404030205079908026406012079999990399991099999999999999999999999999999999999999990201
170709唯一合格女             09    06101418132418211100092507014  2 100156010000000                                                                                                                                                                      0102010201020202999999999999990302020103030303020202020404030402020205079908024604023029999996399999999999999999999999999999999999999999909990201
170711最年輕的女             09    06101320461021004100095402018  1 300016010402041                                                                                                                                                                      0299010101010201020202999999990203010104020404040101020201020404969606030199023904031019999991999999999999999999999999999999999999908999999990204
170718唯一合格男             09    06101321293121302600094256505  1 200024010402041                                                                                                                                                                      0102010201010202999999999999990101020104040404040101020401960496960303010199024506022069999991399999999999999999999999903999999999999999999990104
170729最年輕的男             09    06101320501921065800092507014  2 100156010302031                                                                                                                                                                      0102020102999999999999029999990102020203030303010296020104960202030402020199015103026029999990699999999991899999999999999999999999999999999990101
170736唯一合格女             09    061013205227210130000100015    2 100076010100011                                                                                                                                                                      0102010201020202999999999999990202020103020403030101040404020402020303079908035205033029999990114999999999999999999999999999999999999999999990201
170744唯一合格男             09    06101320533521060800092303068  1 100072010201012                                                                                                                                                                      0102010201020202999999999999990303020103040404020202020202020403030305079908025304022149999991299999999999999999999990499999999999999999999990101
170751最年輕的男             09    06101521431321553500095256024  2 300024010201011                                                                                                                                                                      0102019801010202999999999999990302020104960404020101040404010401010101079908025304021069999990799999999999901999999999999999999999999999999990101
170752最年輕的女             09    06101320552821075700092504044  2 300012010503051                                                                                                                                                                      0102020102999999999999029999990302029898989803010201020103029898980306020299015003021019999991199999999999999999999319999999999999999999999990201
170753最年長的男             09    06101320553621065000095256024  2 300024010303012                                                                                                                                                                      0299010102999999999999029999990302020201010303010202010104020101030104079908014102026029999990799999999999911999999999999999999999999999999990104
170764唯一合格女             09    06101320582721054800095252008  2 100048010302012                                                                                                                                                                      0102910201010202999999999999990103020101020404010101010103010302020204010299025304023029999996399999999999999999999999999999999999999999911990201
170770唯一合格女             09    06101320591421230600092504057  2 200024010403011                                                                                                                                                                      0102020201020202999999999999990303020196030303030101020301020402020305079908024406039013019990399990199999999999999999999999999999999999999990201
170774唯一合格女             09    06101321012021090800095254001  1 300040010201011                                                                                                                                                                      0102020292999999999999999999990302020102040403010202020202010402020204010299015306023019999990102999999999999999999999999999999999999999999990201
170778最年輕的男             09    061013210225211812000100018    2 200040010302031                                                                                                                                                                      0102910201020202999999999999990103020103030304020101030304010401010103010299026004036029999991199999999999999999999029999999999999999999999990104
170779最年輕的女             09    061013210227211101000100015    2 100076010502051                                                                                                                                                                      0102029802999999999999029999999803020102040301010302020204020404020105079908016904023029999990799999999999901999999999999999999999999999999990201
170792唯一合格男             09    06101321065221312700092303068  1 100072010201012                                                                                                                                                                      0105010201010201020202999999990302020204960404960104030302020402020305079908025807031049999996399999999999999999999999999999999999999999905990101
170802最年輕的女             09    06101321093521190400095254020  1 300036010503051                                                                                                                                                                      0102010195020202999999999999990303020195030404010101040495010401010105040299026504029011069991399999999999999999999999901999999999999999999990201
170815最年輕的男             09    06101520172720330500095256024  2 300024010202012                                                                                                                                                                      0299919197020202999999999999999896029502020303020295020303960302029705969903024803026029999990399990599999999999999999999999999999999999999990101
170816最年輕的女             09    06101321441821541100092504044  2 300012010200021                                                                                                                                                                      0102020101020202999999999999990303020103020403020302020404020402020305010299036705021049999990103999999999999999999999999999999999999999999990201
170819最年輕的男             09    06101321443121544700095402018  1 300016010402041                                                                                                                                                                      0102010201020202999999999999990303020103030403020101020401010401010105030299026305023029999990106999999999999999999999999999999999999999999990101
170822唯一合格女             09    061013214500220451000100018    2 200040010302012                                                                                                                                                                      0102910102999999999999029999990203020201030403010402020302020203020105020299012102029069996020110999999999999999999999999999999999999999999990204
170824最年輕的女             09    061013214509215507000100015    2 100076010604061                                                                                                                                                                      0102020298020202999999999999990203950196020303020202980303020301020206079908014503029016029990299959999999999999999999999999999999999999999990201
170842唯一合格男             09    06101321502922000700095252008  2 100048010201011                                                                                                                                                                      0299020201020202999999999999990302029801030304010101010404010401020205079908015004023029999991199999999999999999999319999999999999999999999990101
170844唯一合格女             09    061013215040220306000100017    1 200036010100011                                                                                                                                                                      0102960196950202999999999999990302020103020404010101040404010202020206959903025606012079999990499999902999999999999999999999999999999999999990201
170845唯一合格女             09    06101321504421595400095254020  1 300036010100011                                                                                                                                                                      0102010201020202999999999999990102020104040304010101010303010403020105959995029506022069999991399999999999999999999999995999999999999999999990201
170853最年輕的女             09    06101321534122022800092504057  2 200024010301031                                                                                                                                                                      0102010201010202999999999999990303020104010404020101010403020401010106010299025704023029999990113999999999999999999999999999999999999999999990201
170858最年長的男             09    06101321545622042700092507014  2 100156010503012                                                                                                                                                                      0102020102999999999999029999990302020201030203010201020202020303030206079904025405023029999990399990299999999999999999999999999999999999999990101
170867最年輕的女             09    061013215546220259000100015    2 100076010301031                                                                                                                                                                      0102029696020202999999999999999802020202030404010198020203980498980205079908024906023029999992199999999999999999999999999999999999999990299990201
170868最年長的女             09    06101321554922114700094256505  1 200024010402012                                                                                                                                                                      0102010101020101010202999999990301020104040496010101029603010202020203010199025202021059999992199999999999999999999999999999999999999990299990204
170874唯一合格男             09    06101321565522081100092504044  2 300012010201011                                                                                                                                                                      0299010101020202999999999999990302029802020304010302020201010401020103040299015004023029999990299029999999999999999999999999999999999999999990101
